Trial ID,plot,sample__planned_growth_stage,items_per_sample,variable,value_dw,value_agronomist,value_dw_adjusted,n_samples
may-march-bacon-winter-batman-white,305,VT,3,dry_weight_g,337.5,,112.5,37
may-march-bacon-winter-batman-white,306,VT,3,dry_weight_g,325.3,,108.43333333333334,37
may-march-bacon-winter-batman-white,308,VT,3,dry_weight_g,259.2,,86.39999999999999,38
may-march-bacon-winter-batman-white,309,VT,3,dry_weight_g,363.2,,121.06666666666666,38
may-march-bacon-winter-batman-white,401,VT,3,dry_weight_g,295.0,,98.33333333333333,34
may-march-bacon-winter-batman-white,402,VT,3,dry_weight_g,280.5,,93.5,34
may-march-bacon-winter-batman-white,403,VT,3,dry_weight_g,317.2,,105.73333333333333,33
may-march-bacon-winter-batman-white,404,VT,3,dry_weight_g,265.1,,88.36666666666667,35
may-march-bacon-winter-batman-white,609,VT,3,dry_weight_g,207.7,,69.23333333333333,6
four-georgia-march-fruit-alanine-steak,107,VT,1,dry_weight_g,107.3,105.47,107.3,35
delaware-queen-angel-artist-green-south,102,VT,3,dry_weight_g,259.0,76.53,86.33333333333333,37
delaware-queen-angel-artist-green-south,103,VT,3,dry_weight_g,252.4,86.93,84.13333333333334,38
delaware-queen-angel-artist-green-south,104,VT,3,dry_weight_g,242.6,69.5,80.86666666666666,38
delaware-queen-angel-artist-green-south,105,VT,3,dry_weight_g,252.4,83.8,84.13333333333334,35
delaware-queen-angel-artist-green-south,106,VT,3,dry_weight_g,243.7,90.27,81.23333333333333,35
delaware-queen-angel-artist-green-south,107,VT,3,dry_weight_g,243.0,84.17,81.0,35
delaware-queen-angel-artist-green-south,108,VT,3,dry_weight_g,248.9,87.07,82.96666666666667,37
delaware-queen-angel-artist-green-south,203,VT,3,dry_weight_g,268.4, ,89.46666666666665,32
delaware-queen-angel-artist-green-south,204,VT,3,dry_weight_g,245.5,77.23,81.83333333333333,33
delaware-queen-angel-artist-green-south,205,VT,3,dry_weight_g,259.3,64.2,86.43333333333334,35
delaware-queen-angel-artist-green-south,206,VT,3,dry_weight_g,280.1, ,93.36666666666667,36
delaware-queen-angel-artist-green-south,208,VT,3,dry_weight_g,273.8, ,91.26666666666667,36
delaware-queen-angel-artist-green-south,209,VT,3,dry_weight_g,236.0, ,78.66666666666667,35
delaware-queen-angel-artist-green-south,301,VT,3,dry_weight_g,237.6,85.57,79.2,30
delaware-queen-angel-artist-green-south,302,VT,3,dry_weight_g,252.7,86.33,84.23333333333333,34
delaware-queen-angel-artist-green-south,303,VT,3,dry_weight_g,238.4,84.13,79.46666666666667,36
four-georgia-march-fruit-alanine-steak,401,VT,1,dry_weight_g,178.4,192.13,178.4,34
four-georgia-march-fruit-alanine-steak,402,VT,1,dry_weight_g,180.0,193.97,180.0,34
four-georgia-march-fruit-alanine-steak,402,VT,1,dry_weight_g,181.0,193.97,181.0,34
four-georgia-march-fruit-alanine-steak,403,VT,1,dry_weight_g,106.5,146.87,106.5,33
four-georgia-march-fruit-alanine-steak,403,VT,1,dry_weight_g,182.3,146.87,182.3,33
four-georgia-march-fruit-alanine-steak,404,VT,1,dry_weight_g,154.7,143.03,154.7,35
four-georgia-march-fruit-alanine-steak,404,VT,1,dry_weight_g,131.3,143.03,131.3,35
four-georgia-march-fruit-alanine-steak,405,VT,1,dry_weight_g,159.2,135.43,159.2,36
four-georgia-march-fruit-alanine-steak,405,VT,1,dry_weight_g,129.9,135.43,129.9,36
four-georgia-march-fruit-alanine-steak,405,VT,1,dry_weight_g,117.2,135.43,117.2,36
four-georgia-march-fruit-alanine-steak,406,VT,1,dry_weight_g,110.6,121.5,110.6,34
four-georgia-march-fruit-alanine-steak,406,VT,1,dry_weight_g,129.4,121.5,129.4,34
four-georgia-march-fruit-alanine-steak,407,VT,1,dry_weight_g,103.0,113.23,103.0,32
four-georgia-march-fruit-alanine-steak,407,VT,1,dry_weight_g,94.6,113.23,94.6,32
four-georgia-march-fruit-alanine-steak,408,VT,1,dry_weight_g,131.7,131.63,131.7,30
four-georgia-march-fruit-alanine-steak,408,VT,1,dry_weight_g,122.2,131.63,122.2,30
four-georgia-march-fruit-alanine-steak,409,VT,1,dry_weight_g,136.6,145.8,136.6,33
four-georgia-march-fruit-alanine-steak,409,VT,1,dry_weight_g,147.3,145.8,147.3,33
four-georgia-march-fruit-alanine-steak,501,VT,1,dry_weight_g,89.2,97.73,89.2,6
four-georgia-march-fruit-alanine-steak,501,VT,1,dry_weight_g,94.0,97.73,94.0,6
four-georgia-march-fruit-alanine-steak,502,VT,1,dry_weight_g,218.2,165.33,218.2,6
four-georgia-march-fruit-alanine-steak,502,VT,1,dry_weight_g,156.4,165.33,156.4,6
four-georgia-march-fruit-alanine-steak,503,VT,1,dry_weight_g,124.7,124.97,124.7,6
four-georgia-march-fruit-alanine-steak,503,VT,1,dry_weight_g,110.8,124.97,110.8,6
four-georgia-march-fruit-alanine-steak,504,VT,1,dry_weight_g,115.2,113.3,115.2,5
four-georgia-march-fruit-alanine-steak,504,VT,1,dry_weight_g,107.8,113.3,107.8,5
four-georgia-march-fruit-alanine-steak,505,VT,1,dry_weight_g,114.1,116.57,114.1,6
four-georgia-march-fruit-alanine-steak,505,VT,1,dry_weight_g,102.9,116.57,102.9,6
four-georgia-march-fruit-alanine-steak,506,VT,1,dry_weight_g,126.6,120.6,126.6,6
four-georgia-march-fruit-alanine-steak,506,VT,1,dry_weight_g,108.2,120.6,108.2,6
four-georgia-march-fruit-alanine-steak,507,VT,1,dry_weight_g,122.9,118.97,122.9,6
four-georgia-march-fruit-alanine-steak,507,VT,1,dry_weight_g,131.1,118.97,131.1,6
four-georgia-march-fruit-alanine-steak,508,VT,1,dry_weight_g,117.3,105.4,117.3,6
four-georgia-march-fruit-alanine-steak,508,VT,1,dry_weight_g,120.7,105.4,120.7,6
four-georgia-march-fruit-alanine-steak,509,VT,1,dry_weight_g,139.8,122.2,139.8,7
four-georgia-march-fruit-alanine-steak,509,VT,1,dry_weight_g,128.0,122.2,128.0,7
four-georgia-march-fruit-alanine-steak,601,VT,1,dry_weight_g,123.8,117.8,123.8,6
four-georgia-march-fruit-alanine-steak,601,VT,1,dry_weight_g,124.5,117.8,124.5,6
four-georgia-march-fruit-alanine-steak,602,VT,1,dry_weight_g,107.7,96.5,107.7,8
four-georgia-march-fruit-alanine-steak,602,VT,1,dry_weight_g,104.6,96.5,104.6,8
four-georgia-march-fruit-alanine-steak,602,VT,1,dry_weight_g,77.2,96.5,77.2,8
four-georgia-march-fruit-alanine-steak,603,VT,1,dry_weight_g,94.0,114.97,94.0,7
four-georgia-march-fruit-alanine-steak,603,VT,1,dry_weight_g,120.6,114.97,120.6,7
four-georgia-march-fruit-alanine-steak,604,VT,1,dry_weight_g,90.3,102.57,90.3,7
four-georgia-march-fruit-alanine-steak,604,VT,1,dry_weight_g,101.5,102.57,101.5,7
four-georgia-march-fruit-alanine-steak,605,VT,1,dry_weight_g,96.8,90.3,96.8,6
four-georgia-march-fruit-alanine-steak,605,VT,1,dry_weight_g,108.0,90.3,108.0,6
four-georgia-march-fruit-alanine-steak,606,VT,1,dry_weight_g,93.3,87.93,93.3,7
four-georgia-march-fruit-alanine-steak,606,VT,1,dry_weight_g,76.0,87.93,76.0,7
four-georgia-march-fruit-alanine-steak,607,VT,1,dry_weight_g,124.1,109.37,124.1,6
four-georgia-march-fruit-alanine-steak,607,VT,1,dry_weight_g,106.9,109.37,106.9,6
delaware-queen-angel-artist-green-south,304,VT,3,dry_weight_g,235.1,80.87,78.36666666666666,35
delaware-queen-angel-artist-green-south,305,VT,3,dry_weight_g,226.5,84.13,75.5,37
delaware-queen-angel-artist-green-south,309,VT,3,dry_weight_g,260.8,79.47,86.93333333333334,38
delaware-queen-angel-artist-green-south,401,VT,3,dry_weight_g,208.5,78.37,69.5,34
delaware-queen-angel-artist-green-south,402,VT,3,dry_weight_g,251.4,75.5,83.8,34
delaware-queen-angel-artist-green-south,403,VT,3,dry_weight_g,270.8,76.6,90.26666666666667,33
delaware-queen-angel-artist-green-south,405,VT,3,dry_weight_g,261.2,82.97,87.06666666666666,36
delaware-queen-angel-artist-green-south,406,VT,3,dry_weight_g,210.7,82.7,70.23333333333333,34
delaware-queen-angel-artist-green-south,407,VT,3,dry_weight_g,231.7,81.83,77.23333333333333,32
delaware-queen-angel-artist-green-south,408,VT,3,dry_weight_g,192.6,86.43,64.2,30
delaware-queen-angel-artist-green-south,409,VT,3,dry_weight_g,201.7,79.83,67.23333333333333,33
four-georgia-march-fruit-alanine-steak,107,VT,1,dry_weight_g,126.6,105.47,126.6,35
four-georgia-march-fruit-alanine-steak,108,VT,1,dry_weight_g,78.2,97.87,78.2,37
four-georgia-march-fruit-alanine-steak,108,VT,1,dry_weight_g,96.6,97.87,96.6,37
four-georgia-march-fruit-alanine-steak,109,VT,1,dry_weight_g,85.5,83.63,85.5,34
four-georgia-march-fruit-alanine-steak,109,VT,1,dry_weight_g,88.7,83.63,88.7,34
four-georgia-march-fruit-alanine-steak,201,VT,1,dry_weight_g,112.3,113.3,112.3,35
four-georgia-march-fruit-alanine-steak,201,VT,1,dry_weight_g,142.2,113.3,142.2,35
four-georgia-march-fruit-alanine-steak,202,VT,1,dry_weight_g,80.6,122.23,80.6,32
four-georgia-march-fruit-alanine-steak,202,VT,1,dry_weight_g,155.6,122.23,155.6,32
four-georgia-march-fruit-alanine-steak,203,VT,1,dry_weight_g,99.6,121.43,99.6,32
four-georgia-march-fruit-alanine-steak,203,VT,1,dry_weight_g,128.8,121.43,128.8,32
four-georgia-march-fruit-alanine-steak,204,VT,1,dry_weight_g,49.7,100.43,49.7,33
four-georgia-march-fruit-alanine-steak,204,VT,1,dry_weight_g,114.6,100.43,114.6,33
four-georgia-march-fruit-alanine-steak,205,VT,1,dry_weight_g,74.4,79.8,74.4,35
four-georgia-march-fruit-alanine-steak,205,VT,1,dry_weight_g,81.6,79.8,81.6,35
four-georgia-march-fruit-alanine-steak,206,VT,1,dry_weight_g,100.6,116.63,100.6,36
four-georgia-march-fruit-alanine-steak,206,VT,1,dry_weight_g,135.8,116.63,135.8,36
four-georgia-march-fruit-alanine-steak,207,VT,1,dry_weight_g,101.8,117.4,101.8,35
four-georgia-march-fruit-alanine-steak,207,VT,1,dry_weight_g,116.4,117.4,116.4,35
four-georgia-march-fruit-alanine-steak,101,VT,1,dry_weight_g,50.5,86.53,50.5,36
four-georgia-march-fruit-alanine-steak,208,VT,1,dry_weight_g,82.7,112.9,82.7,36
four-georgia-march-fruit-alanine-steak,101,VT,1,dry_weight_g,97.2,86.53,97.2,36
four-georgia-march-fruit-alanine-steak,102,VT,1,dry_weight_g,97.5,110.9,97.5,37
four-georgia-march-fruit-alanine-steak,102,VT,1,dry_weight_g,111.8,110.9,111.8,37
four-georgia-march-fruit-alanine-steak,102,VT,1,dry_weight_g,123.4,110.9,123.4,37
four-georgia-march-fruit-alanine-steak,103,VT,1,dry_weight_g,106.7,119.1,106.7,38
four-georgia-march-fruit-alanine-steak,103,VT,1,dry_weight_g,115.6,119.1,115.6,38
four-georgia-march-fruit-alanine-steak,104,VT,1,dry_weight_g,91.7,114.47,91.7,38
four-georgia-march-fruit-alanine-steak,104,VT,1,dry_weight_g,125.5,114.47,125.5,38
four-georgia-march-fruit-alanine-steak,105,VT,1,dry_weight_g,99.1,105.27,99.1,35
four-georgia-march-fruit-alanine-steak,105,VT,1,dry_weight_g,112.3,105.27,112.3,35
four-georgia-march-fruit-alanine-steak,106,VT,1,dry_weight_g,101.6,102.33,101.6,35
four-georgia-march-fruit-alanine-steak,106,VT,1,dry_weight_g,103.4,102.33,103.4,35
september-oranges-crazy-florida-delta-monkey,209,VT,3,dry_weight_g,314.2,104.73,104.73333333333333,35
september-oranges-crazy-florida-delta-monkey,110,VT,3,dry_weight_g,350.1,116.7,116.7,3
september-oranges-crazy-florida-delta-monkey,111,VT,3,dry_weight_g,351.4,117.13,117.13333333333333,2
september-oranges-crazy-florida-delta-monkey,112,VT,3,dry_weight_g,392.4,130.8,130.79999999999998,2
september-oranges-crazy-florida-delta-monkey,114,VT,3,dry_weight_g,348.6,116.2,116.2,2
september-oranges-crazy-florida-delta-monkey,115,VT,3,dry_weight_g,356.6,118.87,118.86666666666667,3
september-oranges-crazy-florida-delta-monkey,116,VT,3,dry_weight_g,253.9,84.63,84.63333333333334,3
september-oranges-crazy-florida-delta-monkey,117,VT,3,dry_weight_g,355.5,118.5,118.5,3
september-oranges-crazy-florida-delta-monkey,212,VT,3,dry_weight_g,323.9,107.97,107.96666666666665,1
september-oranges-crazy-florida-delta-monkey,213,VT,3,dry_weight_g,293.1,97.7,97.7,2
september-oranges-crazy-florida-delta-monkey,214,VT,3,dry_weight_g,398.4,132.8,132.79999999999998,2
september-oranges-crazy-florida-delta-monkey,215,VT,3,dry_weight_g,315.4,105.13,105.13333333333333,2
september-oranges-crazy-florida-delta-monkey,216,VT,3,dry_weight_g,433.2,144.4,144.4,2
september-oranges-crazy-florida-delta-monkey,217,VT,3,dry_weight_g,343.8,114.6,114.60000000000001,2
september-oranges-crazy-florida-delta-monkey,218,VT,3,dry_weight_g,322.4,107.47,107.46666666666665,2
tennis-sixteen-grey-ink-white-louisiana,101,VT,3,dry_weight_g,578.0,192.67,192.66666666666666,36
tennis-sixteen-grey-ink-white-louisiana,102,VT,3,dry_weight_g,573.8,191.27,191.26666666666665,37
tennis-sixteen-grey-ink-white-louisiana,103,VT,3,dry_weight_g,589.8,196.6,196.6,38
tennis-sixteen-grey-ink-white-louisiana,104,VT,3,dry_weight_g,552.0,184,184.0,38
tennis-sixteen-grey-ink-white-louisiana,105,VT,3,dry_weight_g,557.9,185.97,185.96666666666667,35
tennis-sixteen-grey-ink-white-louisiana,106,VT,3,dry_weight_g,485.2,161.73,161.73333333333332,35
tennis-sixteen-grey-ink-white-louisiana,108,VT,3,dry_weight_g,597.6,199.2,199.20000000000002,37
tennis-sixteen-grey-ink-white-louisiana,109,VT,3,dry_weight_g,573.0,191,191.0,34
tennis-sixteen-grey-ink-white-louisiana,201,VT,3,dry_weight_g,591.7,197.23,197.23333333333335,35
tennis-sixteen-grey-ink-white-louisiana,202,VT,3,dry_weight_g,608.5,202.83,202.83333333333334,32
tennis-sixteen-grey-ink-white-louisiana,206,VT,3,dry_weight_g,545.8,181.93,181.9333333333333,36
tennis-sixteen-grey-ink-white-louisiana,207,VT,3,dry_weight_g,585.0,195,195.0,35
tennis-sixteen-grey-ink-white-louisiana,208,VT,3,dry_weight_g,595.7,198.57,198.5666666666667,36
tennis-sixteen-grey-ink-white-louisiana,209,VT,3,dry_weight_g,496.7,165.57,165.56666666666666,35
four-georgia-march-fruit-alanine-steak,608,VT,1,dry_weight_g,101.0,102.37,101.0,6
four-georgia-march-fruit-alanine-steak,608,VT,1,dry_weight_g,101.9,102.37,101.9,6
four-georgia-march-fruit-alanine-steak,609,VT,1,dry_weight_g,111.2,98.93,111.2,6
four-georgia-march-fruit-alanine-steak,609,VT,1,dry_weight_g,90.2,98.93,90.2,6
september-oranges-crazy-florida-delta-monkey,102,VT,3,dry_weight_g,416.3,138.77,138.76666666666668,37
september-oranges-crazy-florida-delta-monkey,103,VT,3,dry_weight_g,321.2,107.07,107.06666666666666,38
september-oranges-crazy-florida-delta-monkey,104,VT,3,dry_weight_g,318.2,106.07,106.06666666666666,38
september-oranges-crazy-florida-delta-monkey,105,VT,3,dry_weight_g,366.5,122.17,122.16666666666667,35
september-oranges-crazy-florida-delta-monkey,106,VT,3,dry_weight_g,335.2,111.73,111.73333333333333,35
september-oranges-crazy-florida-delta-monkey,107,VT,3,dry_weight_g,377.0,125.67,125.66666666666667,35
september-oranges-crazy-florida-delta-monkey,108,VT,3,dry_weight_g,308.5,102.83,102.83333333333333,37
september-oranges-crazy-florida-delta-monkey,203,VT,3,dry_weight_g,343.0,114.33,114.33333333333333,32
september-oranges-crazy-florida-delta-monkey,204,VT,3,dry_weight_g,325.1,108.37,108.36666666666667,33
september-oranges-crazy-florida-delta-monkey,205,VT,3,dry_weight_g,301.7,100.57,100.56666666666666,35
september-oranges-crazy-florida-delta-monkey,206,VT,3,dry_weight_g,479.3,159.77,159.76666666666668,36
four-georgia-march-fruit-alanine-steak,208,VT,1,dry_weight_g,115.8,112.9,115.8,36
four-georgia-march-fruit-alanine-steak,208,VT,1,dry_weight_g,140.2,112.9,140.2,36
four-georgia-march-fruit-alanine-steak,209,VT,1,dry_weight_g,121.1,102.63,121.1,35
four-georgia-march-fruit-alanine-steak,209,VT,1,dry_weight_g,89.1,102.63,89.1,35
four-georgia-march-fruit-alanine-steak,301,VT,1,dry_weight_g,106.3,106.1,106.3,30
four-georgia-march-fruit-alanine-steak,301,VT,1,dry_weight_g,109.8,106.1,109.8,30
four-georgia-march-fruit-alanine-steak,302,VT,1,dry_weight_g,116.9,114.7,116.9,34
four-georgia-march-fruit-alanine-steak,302,VT,1,dry_weight_g,124.0,114.7,124.0,34
four-georgia-march-fruit-alanine-steak,303,VT,1,dry_weight_g,64.0,79.93,64.0,36
four-georgia-march-fruit-alanine-steak,303,VT,1,dry_weight_g,86.5,79.93,86.5,36
four-georgia-march-fruit-alanine-steak,304,VT,1,dry_weight_g,105.9,105.07,105.9,35
four-georgia-march-fruit-alanine-steak,304,VT,1,dry_weight_g,108.0,105.07,108.0,35
four-georgia-march-fruit-alanine-steak,305,VT,1,dry_weight_g,99.2,106.83,99.2,37
four-georgia-march-fruit-alanine-steak,305,VT,1,dry_weight_g,111.2,106.83,111.2,37
four-georgia-march-fruit-alanine-steak,306,VT,1,dry_weight_g,88.6,102.03,88.6,37
four-georgia-march-fruit-alanine-steak,306,VT,1,dry_weight_g,115.2,102.03,115.2,37
four-georgia-march-fruit-alanine-steak,307,VT,1,dry_weight_g,90.0,75.47,90.0,36
four-georgia-march-fruit-alanine-steak,307,VT,1,dry_weight_g,49.0,75.47,49.0,36
four-georgia-march-fruit-alanine-steak,308,VT,1,dry_weight_g,88.8,107.8,88.8,38
four-georgia-march-fruit-alanine-steak,308,VT,1,dry_weight_g,129.0,107.8,129.0,38
four-georgia-march-fruit-alanine-steak,309,VT,1,dry_weight_g,130.3,163.2,130.3,38
four-georgia-march-fruit-alanine-steak,309,VT,1,dry_weight_g,201.9,163.2,201.9,38
four-georgia-march-fruit-alanine-steak,401,VT,1,dry_weight_g,190.6,192.13,190.6,34
eighteen-thirteen-foxtrot-cold-carbon-wolfram,208,VT,3,dry_weight_g,260.3,,86.76666666666667,36
tennis-sixteen-grey-ink-white-louisiana,604,VT,3,dry_weight_g,595.8,198.6,198.6,7
tennis-sixteen-grey-ink-white-louisiana,605,VT,3,dry_weight_g,584.7,194.9,194.9,6
tennis-sixteen-grey-ink-white-louisiana,606,VT,3,dry_weight_g,538.3,179.43,179.4333333333333,7
tennis-sixteen-grey-ink-white-louisiana,608,VT,3,dry_weight_g,594.5,198.17,198.16666666666666,6
tennis-sixteen-grey-ink-white-louisiana,609,VT,3,dry_weight_g,398.3,132.77,132.76666666666668,6
eighteen-thirteen-foxtrot-cold-carbon-wolfram,101,VT,3,dry_weight_g,320.5,,106.83333333333333,36
eighteen-thirteen-foxtrot-cold-carbon-wolfram,102,VT,3,dry_weight_g,338.6,,112.86666666666667,37
eighteen-thirteen-foxtrot-cold-carbon-wolfram,106,VT,3,dry_weight_g,356.7,,118.89999999999999,35
eighteen-thirteen-foxtrot-cold-carbon-wolfram,107,VT,3,dry_weight_g,415.2,,138.4,35
eighteen-thirteen-foxtrot-cold-carbon-wolfram,108,VT,3,dry_weight_g,404.5,,134.83333333333334,37
eighteen-thirteen-foxtrot-cold-carbon-wolfram,109,VT,3,dry_weight_g,351.4,,117.13333333333333,34
eighteen-thirteen-foxtrot-cold-carbon-wolfram,201,VT,3,dry_weight_g,210.0,,70.0,35
eighteen-thirteen-foxtrot-cold-carbon-wolfram,202,VT,3,dry_weight_g,220.3,,73.43333333333334,32
eighteen-thirteen-foxtrot-cold-carbon-wolfram,203,VT,3,dry_weight_g,259.8,,86.60000000000001,32
tennis-sixteen-grey-ink-white-louisiana,502,VT,3,dry_weight_g,559.2,186.4,186.4,6
tennis-sixteen-grey-ink-white-louisiana,503,VT,3,dry_weight_g,585.6,195.2,195.20000000000002,6
tennis-sixteen-grey-ink-white-louisiana,504,VT,3,dry_weight_g,596.7,198.9,198.9,5
tennis-sixteen-grey-ink-white-louisiana,505,VT,3,dry_weight_g,597.3,199.1,199.1,6
tennis-sixteen-grey-ink-white-louisiana,509,VT,3,dry_weight_g,551.0,183.67,183.66666666666666,7
tennis-sixteen-grey-ink-white-louisiana,601,VT,3,dry_weight_g,600.6,200.2,200.20000000000002,6
tennis-sixteen-grey-ink-white-louisiana,602,VT,3,dry_weight_g,582.1,194.03,194.03333333333333,8
tennis-sixteen-grey-ink-white-louisiana,603,VT,3,dry_weight_g,582.2,194.07,194.0666666666667,7
washington-uranus-eighteen-queen-cardinal-cola,303,VT,3,dry_weight_g,273.1,91.03,91.03333333333335,36
washington-uranus-eighteen-queen-cardinal-cola,409,VT,3,dry_weight_g,212.4,70.8,70.8,33
eighteen-thirteen-foxtrot-cold-carbon-wolfram,303,VT,3,dry_weight_g,266.6,,88.86666666666667,36
eighteen-thirteen-foxtrot-cold-carbon-wolfram,304,VT,3,dry_weight_g,237.2,,79.06666666666666,35
eighteen-thirteen-foxtrot-cold-carbon-wolfram,305,VT,3,dry_weight_g,294.0,,98.0,37
eighteen-thirteen-foxtrot-cold-carbon-wolfram,306,VT,3,dry_weight_g,283.6,,94.53333333333335,37
eighteen-thirteen-foxtrot-cold-carbon-wolfram,307,VT,3,dry_weight_g,239.0,,79.66666666666667,36
eighteen-thirteen-foxtrot-cold-carbon-wolfram,308,VT,3,dry_weight_g,241.9,,80.63333333333334,38
eighteen-thirteen-foxtrot-cold-carbon-wolfram,309,VT,3,dry_weight_g,267.3,,89.10000000000001,38
eighteen-thirteen-foxtrot-cold-carbon-wolfram,402,VT,3,dry_weight_g,272.6,,90.86666666666667,34
eighteen-thirteen-foxtrot-cold-carbon-wolfram,403,VT,3,dry_weight_g,195.6,,65.2,33
eighteen-thirteen-foxtrot-cold-carbon-wolfram,404,VT,3,dry_weight_g,247.7,,82.56666666666666,35
eighteen-thirteen-foxtrot-cold-carbon-wolfram,405,VT,3,dry_weight_g,304.3,,101.43333333333334,36
eighteen-thirteen-foxtrot-cold-carbon-wolfram,409,VT,3,dry_weight_g,273.5,,91.16666666666667,33
asparagus-zebra-low-winner-floor-december,301,VT,1,dry_weight_g,125.6,121.00,125.6,30
harry-oklahoma-cat-edward-early-butter,208,VT,3,dry_weight_g,207.8,69.27,69.26666666666667,36
harry-oklahoma-cat-edward-early-butter,404,VT,3,dry_weight_g,202.8,67.6,67.60000000000001,35
eighteen-thirteen-foxtrot-cold-carbon-wolfram,205,VT,3,dry_weight_g,225.3,,75.10000000000001,35
eighteen-thirteen-foxtrot-cold-carbon-wolfram,206,VT,3,dry_weight_g,200.4,,66.8,36
eighteen-thirteen-foxtrot-cold-carbon-wolfram,207,VT,3,dry_weight_g,321.6,,107.2,35
connecticut-leopard-queen-vegan-low-artist,317,VT,1,dry_weight_g,63.3,,63.3,2
connecticut-leopard-queen-vegan-low-artist,318,VT,1,dry_weight_g,99.6,,99.6,1
nine-texas-march-texas-chicken-hotel,206,VT,3,dry_weight_g,375.5,125.17,125.16666666666667,36
asparagus-zebra-low-winner-floor-december,406,VT,1,dry_weight_g,58.9,93.43,58.9,34
asparagus-zebra-low-winner-floor-december,407,VT,1,dry_weight_g,133.2,113.73,133.2,32
asparagus-zebra-low-winner-floor-december,409,VT,1,dry_weight_g,82.2,99.27,82.2,33
maryland-summer-nuts-march-minnesota-lamp,102,VT,3,dry_weight_g,308.3,102.77,102.76666666666667,37
maryland-summer-nuts-march-minnesota-lamp,208,VT,3,dry_weight_g,211.5,70.50,70.5,36
maryland-summer-nuts-march-minnesota-lamp,405,VT,3,dry_weight_g,294.6,98.20,98.2,36
nine-texas-march-texas-chicken-hotel,403,VT,3,dry_weight_g,345.6,115.20,115.2,33
lion-uncle-march-lactose-mexico-vegan,106,VT,3,dry_weight_g,305.5,101.83,101.83333333333333,35
carolina-earth-spring-carpet-winner-eleven,307,VT,3,dry_weight_g,264.5,88.17,88.16666666666667,36
lion-uncle-march-lactose-mexico-vegan,303,VT,3,dry_weight_g,285.9, ,95.3,36
lion-uncle-march-lactose-mexico-vegan,409,VT,3,dry_weight_g,231.3,77.10,77.10000000000001,33
east-helium-butter-early-muppet-florida,207,VT,3,dry_weight_g,177.9,59.30,59.300000000000004,35
connecticut-leopard-queen-vegan-low-artist,108,VT,1,dry_weight_g,75.1,,75.1,37
nitrogen-alanine-queen-london-white-nineteen,105,VT,3,dry_weight_g,636.4,,212.13333333333333,35
nitrogen-alanine-queen-london-white-nineteen,406,VT,3,dry_weight_g,671.6,,223.86666666666667,34
nitrogen-alanine-queen-london-white-nineteen,407,VT,3,dry_weight_g,628.7,,209.5666666666667,32
arizona-pluto-yellow-apart-eleven-alanine,203,VT,3,dry_weight_g,387.0,129,129.0,32
arizona-pluto-yellow-apart-eleven-alanine,204,VT,3,dry_weight_g,466.8,155.6,155.6,33
red-maine-artist-south-wisconsin-october,203,VT,1,dry_weight_g,62.5,73.53,62.5,32
