Trial ID,reps,Plot No.,Rate Unit,Appl Timing,dry_weight_g V6-V7,total_n_g V6-V7,dry_weight_g VT,total_n_g VT
island-beryllium-idaho-wyoming-florida-nitrogen,2,204,FL OZ/A,ATPLAN,3.94,0.175,55.60,1.079
island-beryllium-idaho-wyoming-florida-nitrogen,3,309,FL OZ/A,ATPLAN,5.2,0.218,53.70,0.918
island-beryllium-idaho-wyoming-florida-nitrogen,4,402,FL OZ/A,ATPLAN,3.98,0.168,58.60,1.119
island-beryllium-idaho-wyoming-florida-nitrogen,5,508,FL OZ/A,ATPLAN,4.7,0.204, , 
island-beryllium-idaho-wyoming-florida-nitrogen,6,606,FL OZ/A,ATPLAN,6.04,0.266, , 
island-beryllium-idaho-wyoming-florida-nitrogen,1,108,FL OZ/A,ATPLAN,4.34,0.191,63.97,1.139
island-beryllium-idaho-wyoming-florida-nitrogen,2,205,FL OZ/A,ATPLAN,5.18,0.236,61.03,1.074
island-beryllium-idaho-wyoming-florida-nitrogen,3,303,FL OZ/A,ATPLAN,4.18,0.179,70.90,1.212
island-beryllium-idaho-wyoming-florida-nitrogen,4,401,FL OZ/A,ATPLAN,4.22,0.179,75.53,1.314
island-beryllium-idaho-wyoming-florida-nitrogen,5,509,FL OZ/A,ATPLAN,7.48,0.312, , 
island-beryllium-idaho-wyoming-florida-nitrogen,6,604,FL OZ/A,ATPLAN,5.4,0.225, , 
island-beryllium-idaho-wyoming-florida-nitrogen,1,109,FL OZ/A,ATPLAN,4.76,0.218,58.87,1.095
island-beryllium-idaho-wyoming-florida-nitrogen,2,203,FL OZ/A,ATPLAN,4.72,0.19,63.20,1.119
island-beryllium-idaho-wyoming-florida-nitrogen,3,306,FL OZ/A,ATPLAN,6.1,0.247,76.17,1.318
island-beryllium-idaho-wyoming-florida-nitrogen,4,408,FL OZ/A,ATPLAN,3.88,0.16,63.23,1.195
island-beryllium-idaho-wyoming-florida-nitrogen,5,505,FL OZ/A,ATPLAN,6.16,0.275, , 
island-beryllium-idaho-wyoming-florida-nitrogen,6,601,FL OZ/A,ATPLAN,8.74,0.369, , 
