Trial ID,reps,Plot No.,Rate Unit,Appl Timing,dry_weight_g V6-V7,total_n_g V6-V7,dry_weight_g VT,total_n_g VT
bravo-arizona-sixteen-eighteen-hot-spaghetti,1,106,FL OZ/A,ATPLAN,6.26,0.249,62.5,1.056
bravo-arizona-sixteen-eighteen-hot-spaghetti,2,202,FL OZ/A,ATPLAN,5.9,0.241,91.33,1.881
bravo-arizona-sixteen-eighteen-hot-spaghetti,3,301,FL OZ/A,ATPLAN,7.48,0.296,86.67,2.184
bravo-arizona-sixteen-eighteen-hot-spaghetti,4,402,FL OZ/A,ATPLAN,8.24,0.298,88.63,1.897
bravo-arizona-sixteen-eighteen-hot-spaghetti,5,507,FL OZ/A,ATPLAN,6.92,0.271,68.37,1.525
bravo-arizona-sixteen-eighteen-hot-spaghetti,6,603,FL OZ/A,ATPLAN,8.38,0.355,88.87,1.529
bravo-arizona-sixteen-eighteen-hot-spaghetti,1,107,FL OZ/A,ATPLAN,6.48,0.264,86.5,1.41
bravo-arizona-sixteen-eighteen-hot-spaghetti,2,205,FL OZ/A,ATPLAN,6.3,0.241,81.63,1.731
bravo-arizona-sixteen-eighteen-hot-spaghetti,3,309,FL OZ/A,ATPLAN,7.94,0.298,77.67,1.615
bravo-arizona-sixteen-eighteen-hot-spaghetti,4,408,FL OZ/A,ATPLAN,9.8,0.424,81.83,1.612
bravo-arizona-sixteen-eighteen-hot-spaghetti,5,503,FL OZ/A,ATPLAN,6.12,0.245,79.8,1.803
bravo-arizona-sixteen-eighteen-hot-spaghetti,6,605,FL OZ/A,ATPLAN,7.2,0.3,90.7,1.46
bravo-arizona-sixteen-eighteen-hot-spaghetti,1,108,FL OZ/A,ATPLAN,6.16,0.253,71.53,1.488
bravo-arizona-sixteen-eighteen-hot-spaghetti,2,203,FL OZ/A,ATPLAN,7.36,0.285,79.9,1.654
bravo-arizona-sixteen-eighteen-hot-spaghetti,3,302,FL OZ/A,ATPLAN,7.28,0.28,77.8,1.696
bravo-arizona-sixteen-eighteen-hot-spaghetti,4,404,FL OZ/A,ATPLAN,6.68,0.257,66.7,1.554
bravo-arizona-sixteen-eighteen-hot-spaghetti,5,505,FL OZ/A,ATPLAN,8.0,0.331,82.23,0.937
bravo-arizona-sixteen-eighteen-hot-spaghetti,6,608,FL OZ/A,ATPLAN,9.86,0.406,80.87,1.181
bravo-arizona-sixteen-eighteen-hot-spaghetti,1,109,FL OZ/A,ATPLAN,6.46,0.231,82.7,1.695
bravo-arizona-sixteen-eighteen-hot-spaghetti,2,206,FL OZ/A,ATPLAN,6.8,0.282,72.6,1.539
bravo-arizona-sixteen-eighteen-hot-spaghetti,3,307,FL OZ/A,ATPLAN,5.12,0.206,85.77,2.067
bravo-arizona-sixteen-eighteen-hot-spaghetti,4,403,FL OZ/A,ATPLAN,5.04,0.202,90.83,1.453
bravo-arizona-sixteen-eighteen-hot-spaghetti,5,509,FL OZ/A,ATPLAN,8.74,0.374,101.17,1.71
bravo-arizona-sixteen-eighteen-hot-spaghetti,6,601,FL OZ/A,ATPLAN,10.96,0.437,79.13,1.567
